date,Food,meats,pork,beef,poultry,eggs,egg,seafood,vegetable,fruit,dairy,milk,oils,FAFH
2025-03-01,116.98,118.38,123.56,119.61,113.07,115.16,113.06,115.59,97.91,152.67,104.66,102.94,120.5,116.61
2025-04-01,116.49,118.99,124.92,119.93,113.08,119.31,117.93,115.6,97.73,143.0,104.31,102.66,120.56,117.09
2025-05-01,116.27,119.74,125.84,120.22,113.92,110.09,107.18,115.37,94.09,141.74,104.23,102.49,120.35,117.42
2025-06-01,116.0,119.84,125.68,121.08,113.91,107.88,104.5,115.35,99.31,133.81,104.25,102.84,120.13,117.56
2025-07-01,116.41,120.44,127.43,120.59,113.9,112.6,109.98,115.13,115.08,122.54,104.63,103.22,120.06,117.9
2025-08-01,118.92,121.88,130.46,122.42,113.68,119.74,118.46,115.31,146.94,128.21,104.33,103.23,118.67,118.03
2025-09-01,118.79,122.74,132.64,122.68,113.59,122.02,121.08,115.7,129.45,134.58,104.66,103.47,118.78,118.4
2025-10-01,118.72,122.9,132.87,122.72,113.75,116.38,114.35,115.7,128.35,131.72,104.68,103.45,120.34,118.67
2025-11-01,118.91,123.17,132.79,123.14,114.3,124.03,123.3,116.5,122.56,134.48,104.08,103.14,120.6,118.85
2025-12-01,118.37,122.87,131.66,123.26,114.58,121.17,119.9,116.68,109.95,138.21,104.22,102.45,120.59,118.91
2026-01-01,117.78,123.11,131.8,123.54,114.85,121.28,120.03,118.0,102.01,133.46,104.04,102.47,119.26,119.3
2026-02-01,116.95,123.18,131.88,124.48,114.52,129.44,129.78,120.05,94.09,127.12,103.69,101.61,118.85,119.51
2026-03-01,116.72,123.21,131.26,124.61,115.01,121.57,120.51,119.15,95.15,117.07,103.84,101.64,120.04,120.02
2026-04-01,117.16,122.64,129.49,124.8,115.15,120.9,119.67,119.56,100.4,116.94,104.15,101.73,119.23,120.46
2026-05-01,117.84,122.83,129.49,125.16,115.41,118.75,117.25,120.04,103.21,118.91,104.56,102.44,119.99,120.93
2026-06-01,118.07,123.6,130.49,127.24,115.37,116.82,114.88,120.54,109.29,115.42,104.13,101.76,120.28,121.11
